time,Close,Open,High,Low,Doji,DarkCloud,Bull_Marubozu,Bear_Marubouzu,Dragonfly,BullEngulf,BearEngulf,Gravestone,Hammer,BullHarami,BearHarami,LongLeg,Inv_Hammer
2021-01-18 00:00:00,14.0,14.45,14.5,13.6,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-01 00:00:00,13.6,12.95,13.9,12.9,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-08 00:00:00,13.15,13.2,13.4,12.9,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-23 00:00:00,12.3,12.3,12.4,12.0,True,False,False,False,False,False,False,False,True,False,False,True,False
2021-05-07 00:00:00,12.2,12.15,12.45,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-17 00:00:00,12.05,12.35,12.35,11.95,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-31 00:00:00,12.95,12.55,13.0,12.55,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-07-06 00:00:00,17.9,18.3,18.3,17.6,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-08-10 00:00:00,15.3,16.75,16.75,15.05,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-08-17 00:00:00,15.1,15.95,15.95,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-09-13 00:00:00,15.45,15.5,16.2,15.3,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-09-22 00:00:00,14.95,15.0,15.2,14.8,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-09-30 00:00:00,15.8,15.8,15.95,15.1,True,False,False,False,False,False,False,False,True,False,False,True,False
2021-11-10 00:00:00,16.2,16.3,16.3,16.0,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-11-11 00:00:00,16.0,16.0,16.25,16.0,True,False,False,False,False,False,False,True,False,False,False,False,False
2021-11-29 00:00:00,21.75,26.0,26.4,21.6,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-12-08 00:00:00,22.75,23.2,25.2,22.6,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-12-22 00:00:00,18.65,18.9,19.15,18.4,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-25 00:00:00,15.85,15.65,16.5,15.55,False,False,False,False,False,False,False,False,False,False,False,False,True
2022-04-05 00:00:00,15.2,14.8,15.2,14.6,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-07 00:00:00,15.2,16.35,16.35,15.2,False,False,False,True,False,False,False,False,False,False,False,False,False
2022-04-26 00:00:00,14.25,14.45,14.65,14.05,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-28 00:00:00,14.25,15.25,15.25,14.2,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-12 00:00:00,12.6,12.75,12.9,12.55,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-18 00:00:00,12.25,12.4,12.4,11.7,False,False,False,False,False,False,False,False,True,False,False,False,False
2022-07-27 00:00:00,12.4,12.3,12.65,12.3,False,False,False,False,False,False,False,False,False,False,False,False,True
2022-08-05 00:00:00,12.6,12.7,13.0,12.5,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-22 00:00:00,12.55,12.85,12.85,12.4,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-25 00:00:00,14.8,12.45,14.85,12.45,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-19 00:00:00,14.5,14.25,14.8,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-27 00:00:00,13.55,13.25,13.7,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-10 00:00:00,13.25,13.05,13.55,12.9,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-16 00:00:00,14.15,14.05,14.9,14.05,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-01-05 00:00:00,13.0,13.35,13.35,12.85,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-25 00:00:00,12.5,13.0,13.1,12.3,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-02-06 00:00:00,11.9,11.75,12.15,11.75,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-02-22 00:00:00,11.65,12.0,12.2,11.5,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-03-28 00:00:00,9.6,10.2,10.2,9.55,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-06-23 00:00:00,11.6,11.75,11.9,11.5,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-07-24 00:00:00,11.85,12.2,12.2,11.8,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-08-10 00:00:00,14.35,14.3,14.7,14.2,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-08-17 00:00:00,13.85,13.8,14.15,13.7,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-08-23 00:00:00,14.45,14.5,14.55,14.35,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-16 00:00:00,13.3,13.65,13.65,12.9,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-02-25 00:00:00,13.25,13.7,13.9,13.05,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-12 00:00:00,13.15,12.95,13.4,12.95,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-15 00:00:00,13.1,13.3,13.3,12.85,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-03-25 00:00:00,11.8,11.95,12.75,11.7,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-03-30 00:00:00,11.85,12.15,12.35,11.7,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-26 00:00:00,13.2,13.0,13.4,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-11 00:00:00,14.55,15.7,16.55,14.1,False,False,False,False,False,False,False,False,False,False,False,False,False
