time,Close,Open,High,Low,Doji,DarkCloud,Bull_Marubozu,Bear_Marubouzu,Dragonfly,BullEngulf,BearEngulf,Gravestone,Hammer,BullHarami,BearHarami,LongLeg,Inv_Hammer
2021-01-07 00:00:00,1974.95,1965.0,1995.0,1960.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-20 00:00:00,1881.2,1924.9,1924.9,1858.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-28 00:00:00,1783.8,1794.0,1809.35,1756.65,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-29 00:00:00,1782.85,1790.0,1820.0,1770.1,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-15 00:00:00,1896.45,1930.0,1930.0,1890.05,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-05 00:00:00,1910.6,1952.1,1960.05,1904.95,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-17 00:00:00,1687.35,1698.9,1698.9,1667.1,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-05-19 00:00:00,1689.75,1689.85,1690.0,1685.0,True,False,False,False,True,False,False,False,True,False,False,False,False
2021-06-03 00:00:00,1679.9,1687.0,1690.0,1675.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-06-30 00:00:00,1945.2,1984.05,1984.05,1915.55,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-07-30 00:00:00,1985.35,1979.4,2008.0,1979.4,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-08-11 00:00:00,1878.5,1890.0,1898.6,1845.15,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-08-13 00:00:00,1897.9,1937.95,1937.95,1890.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-08-27 00:00:00,1804.25,1799.9,1818.8,1785.05,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-04 00:00:00,1994.15,1924.0,2025.0,1924.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-21 00:00:00,1893.9,1936.05,1936.6,1885.55,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-26 00:00:00,1840.6,1886.9,1897.4,1828.6,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-12-01 00:00:00,2025.75,2036.0,2084.9,1975.8,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-12-08 00:00:00,2001.85,2019.0,2045.0,1993.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-12-14 00:00:00,1900.55,1899.9,1913.0,1893.0,True,False,False,False,False,False,False,False,False,False,False,False,False
2021-12-27 00:00:00,1840.5,1816.0,1850.0,1814.2,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-14 00:00:00,1922.3,1939.5,1939.5,1907.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-18 00:00:00,1759.55,1779.95,1779.95,1755.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-25 00:00:00,1697.75,1665.0,1732.0,1624.4,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-14 00:00:00,1700.85,1735.0,1737.0,1688.45,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-15 00:00:00,1661.55,1720.8,1720.8,1651.55,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-13 00:00:00,1851.6,1879.0,1879.0,1840.1,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-20 00:00:00,1804.5,1845.0,1845.0,1799.85,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-25 00:00:00,1792.75,1795.0,1802.0,1789.15,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-05-16 00:00:00,1675.95,1739.95,1739.95,1651.1,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-06-10 00:00:00,1657.0,1674.5,1694.9,1645.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-02 00:00:00,1734.85,1702.0,1750.0,1671.1,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-02 00:00:00,1753.5,1773.5,1773.5,1735.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-07 00:00:00,1774.7,1780.95,1784.0,1750.05,False,False,False,False,False,False,False,False,True,False,False,False,False
2022-09-08 00:00:00,1781.25,1761.1,1820.35,1761.1,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-27 00:00:00,1806.6,1799.0,1846.0,1770.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-10 00:00:00,1822.9,1844.4,1860.0,1817.95,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-12 00:00:00,1799.7,1817.95,1817.95,1789.95,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-19 00:00:00,1772.05,1762.7,1794.0,1760.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-24 00:00:00,1814.95,1745.0,1825.0,1745.0,False,False,False,False,False,True,False,False,False,False,False,False,False
2022-11-16 00:00:00,1898.65,1900.05,1933.0,1894.6,True,False,False,False,False,False,False,False,False,False,False,True,True
2023-01-11 00:00:00,1904.0,1898.5,1916.9,1890.1,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-02-13 00:00:00,1812.2,1850.0,1850.0,1802.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-02-14 00:00:00,1809.05,1821.5,1826.0,1785.0,False,False,False,False,False,False,False,False,True,False,False,False,False
2023-02-15 00:00:00,1801.4,1832.2,1832.95,1794.05,False,False,False,False,False,False,False,False,False,False,False,False,False
