time,Close,Open,High,Low,Doji,DarkCloud,Bull_Marubozu,Bear_Marubouzu,Dragonfly,BullEngulf,BearEngulf,Gravestone,Hammer,BullHarami,BearHarami,LongLeg,Inv_Hammer
2021-04-28 00:00:00,24.45,24.1,24.8,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-17 00:00:00,24.65,24.85,24.85,24.1,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-06-03 00:00:00,27.55,27.4,27.9,27.35,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-06-21 00:00:00,27.85,26.25,28.45,26.05,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-07-01 00:00:00,26.75,26.95,27.2,26.5,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-07-14 00:00:00,27.2,27.05,27.95,26.95,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-07-30 00:00:00,24.5,24.25,24.9,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-09-13 00:00:00,24.95,25.6,26.15,24.65,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-09-16 00:00:00,25.5,25.4,25.95,25.3,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-09-29 00:00:00,27.15,26.8,27.4,26.45,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-07 00:00:00,26.25,25.3,26.6,25.25,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-08 00:00:00,27.85,26.45,29.15,26.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-11-02 00:00:00,28.75,28.5,30.15,28.4,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-11-25 00:00:00,23.9,24.15,24.3,23.05,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-12-07 00:00:00,23.55,23.5,23.9,23.5,False,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-25 00:00:00,25.45,24.7,26.0,24.6,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-14 00:00:00,23.8,24.8,24.9,23.65,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-02 00:00:00,20.15,20.15,20.55,19.9,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-08 00:00:00,19.65,19.75,19.9,19.25,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-25 00:00:00,20.0,20.2,20.45,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-20 00:00:00,25.7,23.0,26.8,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-05-19 00:00:00,20.75,21.0,21.0,20.25,False,False,False,False,False,False,False,False,True,False,False,False,False
2022-06-27 00:00:00,24.65,25.0,25.25,24.6,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-29 00:00:00,46.85,44.1,46.85,42.45,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-18 00:00:00,68.3,69.25,69.95,67.1,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-20 00:00:00,77.55,75.0,77.55,73.0,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-03 00:00:00,85.95,82.5,86.3,82.25,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-20 00:00:00,98.8,96.4,99.7,95.2,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-24 00:00:00,98.95,99.4,100.1,96.05,False,False,False,False,False,False,False,False,True,False,False,False,False
2022-10-28 00:00:00,103.25,100.5,105.5,100.15,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-10 00:00:00,92.15,92.1,95.0,90.25,True,False,False,False,False,False,False,False,False,False,False,False,False
2023-02-27 00:00:00,25.85,25.85,25.85,25.85,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-03-16 00:00:00,28.05,28.05,30.0,28.05,True,False,False,False,False,False,False,True,False,False,False,False,False
2023-04-28 00:00:00,25.45,25.6,25.65,25.25,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-05-02 00:00:00,25.45,25.55,25.9,25.3,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-05-08 00:00:00,25.35,25.5,25.75,25.25,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-05-17 00:00:00,24.55,25.0,25.0,24.5,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-06-15 00:00:00,26.7,26.9,27.25,26.6,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-06-22 00:00:00,26.95,27.4,27.4,26.85,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-06-23 00:00:00,26.4,26.9,26.95,26.3,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-07-14 00:00:00,34.05,34.05,34.7,34.05,True,False,False,False,False,False,False,True,False,False,False,False,False
2023-07-19 00:00:00,29.6,30.35,31.1,29.25,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-07-27 00:00:00,31.6,32.05,32.8,31.6,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-08-01 00:00:00,28.4,29.85,30.75,28.05,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-08-07 00:00:00,27.45,28.6,28.8,27.2,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-27 00:00:00,25.95,25.8,26.4,24.9,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-04 00:00:00,26.95,27.3,27.4,26.85,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-16 00:00:00,29.7,32.0,32.0,29.3,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-24 00:00:00,30.35,30.7,31.6,28.4,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-04 00:00:00,30.25,29.5,31.35,29.45,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-05 00:00:00,29.8,30.05,30.4,29.35,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-25 00:00:00,26.85,27.0,27.5,25.65,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-04-22 00:00:00,23.1,22.4,23.4,21.85,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-03 00:00:00,23.9,24.3,24.3,23.15,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-06-17 00:00:00,27.35,27.3,28.3,27.2,True,False,False,False,False,False,False,False,False,False,False,False,True
